data;Indicador;qte;fx_atraso;tipo;MesAbreviado;nr_dia_util;quartil;dt_mes;VALORPRIN_FIN
01/01/2025;Promessa;0,0;3 - 91-120;ROBÔ;jan;15;Q1;1;0,0
01/01/2025;Promessa;0,0;3 - 91-120;ROBÔ;jan;16;Q1;1;0,0
01/01/2025;Promessa;0,0;3 - 91-120;ROBÔ;jan;17;Q1;1;0,0
01/01/2025;Promessa;0,0;3 - 91-120;ROBÔ;jan;18;Q1;1;0,0
01/01/2025;Promessa;0,0;3 - 91-120;ROBÔ;jan;19;Q1;1;0,0
01/01/2025;Promessa;0,0;3 - 91-120;ROBÔ;jan;20;Q1;1;0,0
01/01/2025;Promessa;0,0;3 - 91-120;ROBÔ;jan;21;Q1;1;0,0
01/01/2025;Promessa;53,0;4 - 121-150;HUMANO;jan;1;Q1;1;12341,53
01/01/2025;Promessa;0,0;4 - 121-150;HUMANO;jan;2;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;HUMANO;jan;3;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;HUMANO;jan;4;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;HUMANO;jan;5;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;HUMANO;jan;6;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;HUMANO;jan;7;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;HUMANO;jan;8;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;HUMANO;jan;9;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;HUMANO;jan;10;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;HUMANO;jan;11;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;HUMANO;jan;12;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;HUMANO;jan;13;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;HUMANO;jan;14;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;HUMANO;jan;15;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;HUMANO;jan;16;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;HUMANO;jan;17;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;HUMANO;jan;18;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;HUMANO;jan;19;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;HUMANO;jan;20;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;HUMANO;jan;21;Q1;1;0,0
01/01/2025;Promessa;181,0;4 - 121-150;ROBÔ;jan;1;Q1;1;36532,12
01/01/2025;Promessa;0,0;4 - 121-150;ROBÔ;jan;2;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;ROBÔ;jan;3;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;ROBÔ;jan;4;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;ROBÔ;jan;5;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;ROBÔ;jan;6;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;ROBÔ;jan;7;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;ROBÔ;jan;8;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;ROBÔ;jan;9;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;ROBÔ;jan;10;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;ROBÔ;jan;11;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;ROBÔ;jan;12;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;ROBÔ;jan;13;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;ROBÔ;jan;14;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;ROBÔ;jan;15;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;ROBÔ;jan;16;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;ROBÔ;jan;17;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;ROBÔ;jan;18;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;ROBÔ;jan;19;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;ROBÔ;jan;20;Q1;1;0,0
01/01/2025;Promessa;0,0;4 - 121-150;ROBÔ;jan;21;Q1;1;0,0
01/01/2025;Promessa;26,0;5 - 151-180;HUMANO;jan;1;Q1;1;3518,43
01/01/2025;Promessa;0,0;5 - 151-180;HUMANO;jan;2;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;HUMANO;jan;3;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;HUMANO;jan;4;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;HUMANO;jan;5;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;HUMANO;jan;6;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;HUMANO;jan;7;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;HUMANO;jan;8;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;HUMANO;jan;9;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;HUMANO;jan;10;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;HUMANO;jan;11;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;HUMANO;jan;12;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;HUMANO;jan;13;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;HUMANO;jan;14;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;HUMANO;jan;15;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;HUMANO;jan;16;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;HUMANO;jan;17;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;HUMANO;jan;18;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;HUMANO;jan;19;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;HUMANO;jan;20;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;HUMANO;jan;21;Q1;1;0,0
01/01/2025;Promessa;123,0;5 - 151-180;ROBÔ;jan;1;Q1;1;25063,17
01/01/2025;Promessa;0,0;5 - 151-180;ROBÔ;jan;5;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;ROBÔ;jan;6;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;ROBÔ;jan;7;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;ROBÔ;jan;8;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;ROBÔ;jan;9;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;ROBÔ;jan;10;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;ROBÔ;jan;11;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;ROBÔ;jan;12;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;ROBÔ;jan;13;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;ROBÔ;jan;14;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;ROBÔ;jan;15;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;ROBÔ;jan;16;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;ROBÔ;jan;17;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;ROBÔ;jan;18;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;ROBÔ;jan;19;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;ROBÔ;jan;20;Q1;1;0,0
01/01/2025;Promessa;0,0;5 - 151-180;ROBÔ;jan;21;Q1;1;0,0
01/01/2025;Promessa;105,0;6 - 181-360;HUMANO;jan;1;Q1;1;14948,22
01/01/2025;Promessa;0,0;6 - 181-360;HUMANO;jan;2;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;HUMANO;jan;3;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;HUMANO;jan;4;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;HUMANO;jan;5;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;HUMANO;jan;6;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;HUMANO;jan;7;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;HUMANO;jan;8;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;HUMANO;jan;9;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;HUMANO;jan;10;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;HUMANO;jan;11;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;HUMANO;jan;12;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;HUMANO;jan;13;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;HUMANO;jan;14;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;HUMANO;jan;15;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;HUMANO;jan;16;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;HUMANO;jan;17;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;HUMANO;jan;18;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;HUMANO;jan;19;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;HUMANO;jan;20;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;HUMANO;jan;21;Q1;1;0,0
01/01/2025;Promessa;425,0;6 - 181-360;ROBÔ;jan;1;Q1;1;109755,45
01/01/2025;Promessa;0,0;6 - 181-360;ROBÔ;jan;2;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;ROBÔ;jan;3;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;ROBÔ;jan;4;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;ROBÔ;jan;5;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;ROBÔ;jan;6;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;ROBÔ;jan;7;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;ROBÔ;jan;8;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;ROBÔ;jan;9;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;ROBÔ;jan;10;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;ROBÔ;jan;11;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;ROBÔ;jan;12;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;ROBÔ;jan;13;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;ROBÔ;jan;14;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;ROBÔ;jan;15;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;ROBÔ;jan;16;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;ROBÔ;jan;17;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;ROBÔ;jan;18;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;ROBÔ;jan;19;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;ROBÔ;jan;20;Q1;1;0,0
01/01/2025;Promessa;0,0;6 - 181-360;ROBÔ;jan;21;Q1;1;0,0
01/01/2025;Promessa;17,0;7 - 361-720;HUMANO;jan;1;Q1;1;2030,51
01/01/2025;Promessa;0,0;7 - 361-720;HUMANO;jan;2;Q1;1;0,0
01/01/2025;Promessa;0,0;7 - 361-720;HUMANO;jan;3;Q1;1;0,0
01/01/2025;Promessa;0,0;7 - 361-720;HUMANO;jan;4;Q1;1;0,0
01/01/2025;Promessa;0,0;7 - 361-720;HUMANO;jan;5;Q1;1;0,0
01/01/2025;Promessa;0,0;7 - 361-720;HUMANO;jan;6;Q1;1;0,0
01/01/2025;Promessa;0,0;7 - 361-720;HUMANO;jan;7;Q1;1;0,0
01/01/2025;Promessa;0,0;7 - 361-720;HUMANO;jan;8;Q1;1;0,0
01/01/2025;Promessa;0,0;7 - 361-720;HUMANO;jan;9;Q1;1;0,0
01/01/2025;Promessa;0,0;7 - 361-720;HUMANO;jan;10;Q1;1;0,0
01/01/2025;Promessa;0,0;7 - 361-720;HUMANO;jan;11;Q1;1;0,0
01/01/2025;Promessa;0,0;7 - 361-720;HUMANO;jan;12;Q1;1;0,0
01/01/2025;Promessa;0,0;7 - 361-720;HUMANO;jan;13;Q1;1;0,0
01/01/2025;Promessa;0,0;7 - 361-720;HUMANO;jan;14;Q1;1;0,0
01/01/2025;Promessa;0,0;7 - 361-720;HUMANO;jan;15;Q1;1;0,0
01/01/2025;Promessa;0,0;7 - 361-720;HUMANO;jan;16;Q1;1;0,0
01/01/2025;Promessa;0,0;7 - 361-720;HUMANO;jan;17;Q1;1;0,0
01/01/2025;Promessa;0,0;7 - 361-720;HUMANO;jan;18;Q1;1;0,0
01/01/2025;Promessa;0,0;7 - 361-720;HUMANO;jan;19;Q1;1;0,0
01/01/2025;Promessa;0,0;7 - 361-720;HUMANO;jan;20;Q1;1;0,0
01/01/2025;Promessa;0,0;7 - 361-720;HUMANO;jan;21;Q1;1;0,0
01/01/2025;Promessa;207,0;7 - 361-720;ROBÔ;jan;1;Q1;1;18091,48
01/01/2025;Promessa;29,0;8 - Maior 720;HUMANO;jan;1;Q1;1;2550,36
01/01/2025;Promessa;0,0;8 - Maior 720;HUMANO;jan;11;Q1;1;0,0
01/01/2025;Promessa;0,0;8 - Maior 720;HUMANO;jan;12;Q1;1;0,0
01/01/2025;Promessa;0,0;8 - Maior 720;HUMANO;jan;13;Q1;1;0,0
01/01/2025;Promessa;0,0;8 - Maior 720;HUMANO;jan;14;Q1;1;0,0
01/01/2025;Promessa;0,0;8 - Maior 720;HUMANO;jan;15;Q1;1;0,0
01/01/2025;Promessa;0,0;8 - Maior 720;HUMANO;jan;16;Q1;1;0,0
01/01/2025;Promessa;0,0;8 - Maior 720;HUMANO;jan;17;Q1;1;0,0
01/01/2025;Promessa;0,0;8 - Maior 720;HUMANO;jan;18;Q1;1;0,0
01/01/2025;Promessa;0,0;8 - Maior 720;HUMANO;jan;19;Q1;1;0,0
01/01/2025;Promessa;0,0;8 - Maior 720;HUMANO;jan;20;Q1;1;0,0
01/01/2025;Promessa;0,0;8 - Maior 720;HUMANO;jan;21;Q1;1;0,0
01/01/2025;Promessa;172,0;8 - Maior 720;ROBÔ;jan;1;Q1;1;1182878,76
01/01/2025;Promessa;0,0;GERAL;HUMANO;jan;1;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;HUMANO;jan;2;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;HUMANO;jan;3;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;HUMANO;jan;4;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;HUMANO;jan;5;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;HUMANO;jan;6;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;HUMANO;jan;7;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;HUMANO;jan;8;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;HUMANO;jan;9;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;HUMANO;jan;10;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;HUMANO;jan;11;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;HUMANO;jan;12;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;HUMANO;jan;13;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;HUMANO;jan;14;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;HUMANO;jan;15;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;HUMANO;jan;16;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;HUMANO;jan;17;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;HUMANO;jan;18;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;HUMANO;jan;19;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;HUMANO;jan;20;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;HUMANO;jan;21;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;ROBÔ;jan;1;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;ROBÔ;jan;2;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;ROBÔ;jan;3;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;ROBÔ;jan;4;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;ROBÔ;jan;5;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;ROBÔ;jan;6;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;ROBÔ;jan;7;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;ROBÔ;jan;8;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;ROBÔ;jan;9;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;ROBÔ;jan;10;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;ROBÔ;jan;11;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;ROBÔ;jan;12;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;ROBÔ;jan;13;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;ROBÔ;jan;14;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;ROBÔ;jan;15;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;ROBÔ;jan;16;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;ROBÔ;jan;17;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;ROBÔ;jan;18;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;ROBÔ;jan;19;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;ROBÔ;jan;20;Q1;1;0,0
01/01/2025;Promessa;0,0;GERAL;ROBÔ;jan;21;Q1;1;0,0
01/02/2025;Promessa;490,0;0 - 0-30;HUMANO;fev;1;Q1;2;30011,97
01/02/2025;Promessa;0,0;0 - 0-30;HUMANO;fev;2;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;HUMANO;fev;3;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;HUMANO;fev;4;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;HUMANO;fev;5;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;HUMANO;fev;6;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;HUMANO;fev;7;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;HUMANO;fev;8;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;HUMANO;fev;9;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;HUMANO;fev;10;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;HUMANO;fev;11;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;HUMANO;fev;12;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;HUMANO;fev;13;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;HUMANO;fev;14;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;HUMANO;fev;15;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;HUMANO;fev;16;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;HUMANO;fev;17;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;HUMANO;fev;18;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;HUMANO;fev;19;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;HUMANO;fev;20;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;HUMANO;fev;21;Q1;2;0,0
01/02/2025;Promessa;3294,0;0 - 0-30;ROBÔ;fev;1;Q1;2;95487,83
01/02/2025;Promessa;0,0;0 - 0-30;ROBÔ;fev;2;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;ROBÔ;fev;3;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;ROBÔ;fev;4;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;ROBÔ;fev;5;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;ROBÔ;fev;6;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;ROBÔ;fev;7;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;ROBÔ;fev;8;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;ROBÔ;fev;9;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;ROBÔ;fev;10;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;ROBÔ;fev;11;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;ROBÔ;fev;12;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;ROBÔ;fev;13;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;ROBÔ;fev;14;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;ROBÔ;fev;15;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;ROBÔ;fev;16;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;ROBÔ;fev;17;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;ROBÔ;fev;18;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;ROBÔ;fev;19;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;ROBÔ;fev;20;Q1;2;0,0
01/02/2025;Promessa;0,0;0 - 0-30;ROBÔ;fev;21;Q1;2;0,0
01/02/2025;Promessa;154,0;1 - 31-60;HUMANO;fev;1;Q1;2;29814,28
01/02/2025;Promessa;0,0;1 - 31-60;HUMANO;fev;2;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;HUMANO;fev;3;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;HUMANO;fev;4;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;HUMANO;fev;5;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;HUMANO;fev;6;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;HUMANO;fev;7;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;HUMANO;fev;8;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;HUMANO;fev;9;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;HUMANO;fev;10;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;HUMANO;fev;11;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;HUMANO;fev;12;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;HUMANO;fev;13;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;HUMANO;fev;14;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;HUMANO;fev;15;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;HUMANO;fev;16;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;HUMANO;fev;17;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;HUMANO;fev;18;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;HUMANO;fev;19;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;HUMANO;fev;20;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;HUMANO;fev;21;Q1;2;0,0
01/02/2025;Promessa;434,0;1 - 31-60;ROBÔ;fev;1;Q1;2;106750,97
01/02/2025;Promessa;0,0;1 - 31-60;ROBÔ;fev;2;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;ROBÔ;fev;3;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;ROBÔ;fev;4;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;ROBÔ;fev;5;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;ROBÔ;fev;6;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;ROBÔ;fev;7;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;ROBÔ;fev;8;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;ROBÔ;fev;9;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;ROBÔ;fev;10;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;ROBÔ;fev;11;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;ROBÔ;fev;12;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;ROBÔ;fev;13;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;ROBÔ;fev;14;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;ROBÔ;fev;15;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;ROBÔ;fev;16;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;ROBÔ;fev;17;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;ROBÔ;fev;18;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;ROBÔ;fev;19;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;ROBÔ;fev;20;Q1;2;0,0
01/02/2025;Promessa;0,0;1 - 31-60;ROBÔ;fev;21;Q1;2;0,0
01/02/2025;Promessa;100,0;2 - 61-90;HUMANO;fev;1;Q1;2;14081,09
01/02/2025;Promessa;0,0;2 - 61-90;HUMANO;fev;2;Q1;2;0,0
01/02/2025;Promessa;0,0;2 - 61-90;HUMANO;fev;3;Q1;2;0,0
01/02/2025;Promessa;0,0;2 - 61-90;HUMANO;fev;4;Q1;2;0,0
01/02/2025;Promessa;0,0;2 - 61-90;HUMANO;fev;5;Q1;2;0,0
01/02/2025;Promessa;0,0;2 - 61-90;HUMANO;fev;6;Q1;2;0,0
01/02/2025;Promessa;0,0;2 - 61-90;HUMANO;fev;7;Q1;2;0,0
01/02/2025;Promessa;0,0;2 - 61-90;HUMANO;fev;8;Q1;2;0,0
01/02/2025;Promessa;0,0;2 - 61-90;HUMANO;fev;9;Q1;2;0,0
01/02/2025;Promessa;0,0;2 - 61-90;HUMANO;fev;10;Q1;2;0,0
01/02/2025;Promessa;0,0;2 - 61-90;HUMANO;fev;11;Q1;2;0,0
01/02/2025;Promessa;0,0;2 - 61-90;HUMANO;fev;12;Q1;2;0,0
01/02/2025;Promessa;0,0;2 - 61-90;HUMANO;fev;13;Q1;2;0,0
01/02/2025;Promessa;0,0;2 - 61-90;HUMANO;fev;14;Q1;2;0,0
01/02/2025;Promessa;0,0;2 - 61-90;HUMANO;fev;15;Q1;2;0,0
01/02/2025;Promessa;0,0;2 - 61-90;HUMANO;fev;16;Q1;2;0,0
01/02/2025;Promessa;0,0;2 - 61-90;HUMANO;fev;17;Q1;2;0,0
01/02/2025;Promessa;0,0;2 - 61-90;HUMANO;fev;18;Q1;2;0,0
