DATA;Indicador;qte;FX_ATRASO;TIPO_ORIGEM;MesAbreviado;nr_dia_util;quartil;dt_mes;VALOR
2025-09-01;Contrato;581,0;Preventivo;;Set;1;Q3;9;50512,78
2025-09-01;Contrato;40601,0;0-30;;Set;1;Q3;9;3135502,72
2025-09-01;Contrato;10819,0;31-60;;Set;1;Q3;9;1340927,57
2025-09-01;Contrato;8509,0;61-90;;Set;1;Q3;9;3146481,07
2025-09-01;Contrato;11303,0;91-120;;Set;1;Q3;9;2215427,82
2025-09-01;Contrato;15491,0;121-150;;Set;1;Q3;9;3013039,36
2025-09-01;Contrato;10471,0;151-180;;Set;1;Q3;9;3500429,52
2025-09-01;Contrato;49041,0;181-360;;Set;1;Q3;9;18964776,64
2025-09-01;Contrato;63246,0;361-720;;Set;1;Q3;9;30817295,18
2025-09-01;Contrato;10575,0;Maior 720;;Set;1;Q3;9;3247963,18
2025-09-01;CPF;581,0;Preventivo;;Set;1;Q3;9;50512,78
2025-09-01;CPF;40493,0;0-30;;Set;1;Q3;9;3131517,17
2025-09-01;CPF;10817,0;31-60;;Set;1;Q3;9;1340578,97
2025-09-01;CPF;8509,0;61-90;;Set;1;Q3;9;3146481,07
2025-09-01;CPF;11301,0;91-120;;Set;1;Q3;9;2215253,82
2025-09-01;CPF;15491,0;121-150;;Set;1;Q3;9;3013039,36
2025-09-01;CPF;10471,0;151-180;;Set;1;Q3;9;3500429,52
2025-09-01;CPF;48896,0;181-360;;Set;1;Q3;9;18931860,89
2025-09-01;CPF;63162,0;361-720;;Set;1;Q3;9;30725063,64
2025-09-01;CPF;9373,0;Maior 720;;Set;1;Q3;9;2833601,61
2025-09-02;Contrato;978,0;Preventivo;;Set;2;Q3;9;79425,6
2025-09-02;Contrato;41172,0;0-30;;Set;2;Q3;9;3184352,54
2025-09-02;Contrato;11003,0;31-60;;Set;2;Q3;9;1359374,69
2025-09-02;Contrato;8548,0;61-90;;Set;2;Q3;9;3150857,1399999997
2025-09-02;Contrato;11479,0;91-120;;Set;2;Q3;9;2254655,83
2025-09-02;Contrato;15707,0;121-150;;Set;2;Q3;9;3056540,17
2025-09-02;Contrato;11379,0;151-180;;Set;2;Q3;9;3871858,18
2025-09-02;Contrato;49070,0;181-360;;Set;2;Q3;9;18975137,09
2025-09-02;Contrato;63342,0;361-720;;Set;2;Q3;9;30881005,41
2025-09-02;Contrato;10575,0;Maior 720;;Set;2;Q3;9;3247963,18
2025-09-02;CPF;978,0;Preventivo;;Set;2;Q3;9;79425,6
2025-09-02;CPF;41064,0;0-30;;Set;2;Q3;9;3180456,42
2025-09-02;CPF;11001,0;31-60;;Set;2;Q3;9;1359241,83
2025-09-02;CPF;8548,0;61-90;;Set;2;Q3;9;3150857,1399999997
2025-09-02;CPF;11477,0;91-120;;Set;2;Q3;9;2254517,93
2025-09-02;CPF;15707,0;121-150;;Set;2;Q3;9;3056540,17
2025-09-02;CPF;11379,0;151-180;;Set;2;Q3;9;3871858,18
2025-09-02;CPF;48925,0;181-360;;Set;2;Q3;9;18950035,14
2025-09-02;CPF;63258,0;361-720;;Set;2;Q3;9;30860872,02
2025-09-02;CPF;9373,0;Maior 720;;Set;2;Q3;9;2837490,23
2025-09-03;Contrato;1290,0;Preventivo;;Set;3;Q3;9;109742,28
2025-09-03;Contrato;41258,0;0-30;;Set;3;Q3;9;3199942,23
2025-09-03;Contrato;11121,0;31-60;;Set;3;Q3;9;1374889,48
2025-09-03;Contrato;8595,0;61-90;;Set;3;Q3;9;3159782,48
2025-09-03;Contrato;11515,0;91-120;;Set;3;Q3;9;2261302,85
2025-09-03;Contrato;15713,0;121-150;;Set;3;Q3;9;3058397,46
2025-09-03;Contrato;11387,0;151-180;;Set;3;Q3;9;3877232,84
2025-09-03;Contrato;49305,0;181-360;;Set;3;Q3;9;19076599,81
2025-09-03;Contrato;63415,0;361-720;;Set;3;Q3;9;30921954,35
2025-09-03;Contrato;10575,0;Maior 720;;Set;3;Q3;9;3247963,18
2025-09-03;CPF;1290,0;Preventivo;;Set;3;Q3;9;109742,28
2025-09-03;CPF;41149,0;0-30;;Set;3;Q3;9;3195736,2
2025-09-03;CPF;11119,0;31-60;;Set;3;Q3;9;1374756,62
2025-09-03;CPF;8595,0;61-90;;Set;3;Q3;9;3159782,48
2025-09-03;CPF;11513,0;91-120;;Set;3;Q3;9;2261135,95
2025-09-03;CPF;15713,0;121-150;;Set;3;Q3;9;3058397,46
2025-09-03;CPF;11387,0;151-180;;Set;3;Q3;9;3877232,84
2025-09-03;CPF;49160,0;181-360;;Set;3;Q3;9;19058359,18
2025-09-03;CPF;63331,0;361-720;;Set;3;Q3;9;30825910,59
2025-09-03;CPF;9373,0;Maior 720;;Set;3;Q3;9;2832888,47
2025-09-04;Contrato;1575,0;Preventivo;;Set;4;Q3;9;133164,66
2025-09-04;Contrato;42468,0;0-30;;Set;4;Q3;9;3433255,4
2025-09-04;Contrato;11360,0;31-60;;Set;4;Q3;9;1402739,79
2025-09-04;Contrato;8655,0;61-90;;Set;4;Q3;9;3167262,96
2025-09-04;Contrato;15149,0;91-120;;Set;4;Q3;9;3671251,86
2025-09-04;Contrato;15749,0;121-150;;Set;4;Q3;9;3064957,56
2025-09-04;Contrato;11435,0;151-180;;Set;4;Q3;9;3895842,61
2025-09-04;Contrato;49356,0;181-360;;Set;4;Q3;9;19086061,38
2025-09-04;Contrato;70572,0;361-720;;Set;4;Q3;9;34457711,34
2025-09-04;Contrato;10577,0;Maior 720;;Set;4;Q3;9;3248584,77
2025-09-04;CPF;1575,0;Preventivo;;Set;4;Q3;9;133164,66
2025-09-04;CPF;42352,0;0-30;;Set;4;Q3;9;3427824,18
2025-09-04;CPF;11358,0;31-60;;Set;4;Q3;9;1402606,93
2025-09-04;CPF;8655,0;61-90;;Set;4;Q3;9;3167262,96
2025-09-04;CPF;15147,0;91-120;;Set;4;Q3;9;3671113,96
2025-09-04;CPF;15749,0;121-150;;Set;4;Q3;9;3064957,56
2025-09-04;CPF;11435,0;151-180;;Set;4;Q3;9;3895842,61
2025-09-04;CPF;49211,0;181-360;;Set;4;Q3;9;19063782,009999998
2025-09-04;CPF;70472,0;361-720;;Set;4;Q3;9;34357700,1
2025-09-04;CPF;9375,0;Maior 720;;Set;4;Q3;9;2848775,84
2025-09-05;Contrato;1825,0;Preventivo;;Set;5;Q3;9;162488,78
2025-09-05;Contrato;43014,0;0-30;;Set;5;Q3;9;3634847,65
2025-09-05;Contrato;11589,0;31-60;;Set;5;Q3;9;1419769,79
2025-09-05;Contrato;8709,0;61-90;;Set;5;Q3;9;3179552,01
2025-09-05;Contrato;15782,0;91-120;;Set;5;Q3;9;4002408,3899999997
2025-09-05;Contrato;15761,0;121-150;;Set;5;Q3;9;3066638,2399999998
2025-09-05;Contrato;11435,0;151-180;;Set;5;Q3;9;3895842,61
2025-09-05;Contrato;53894,0;181-360;;Set;5;Q3;9;19904525,91
2025-09-05;Contrato;70583,0;361-720;;Set;5;Q3;9;34461641,57
2025-09-05;Contrato;10581,0;Maior 720;;Set;5;Q3;9;3248878,83
2025-09-05;CPF;1825,0;Preventivo;;Set;5;Q3;9;162488,78
2025-09-05;CPF;42898,0;0-30;;Set;5;Q3;9;3629522,7800000003
2025-09-05;CPF;11587,0;31-60;;Set;5;Q3;9;1419636,93
2025-09-05;CPF;8709,0;61-90;;Set;5;Q3;9;3179552,01
2025-09-05;CPF;15780,0;91-120;;Set;5;Q3;9;4002234,3899999997
2025-09-05;CPF;15761,0;121-150;;Set;5;Q3;9;3066638,2399999998
2025-09-05;CPF;11435,0;151-180;;Set;5;Q3;9;3895842,61
2025-09-05;CPF;53733,0;181-360;;Set;5;Q3;9;19871473,94
2025-09-05;CPF;70483,0;361-720;;Set;5;Q3;9;34361684,480000004
2025-09-05;CPF;9379,0;Maior 720;;Set;5;Q3;9;2839763,06
2025-09-06;Contrato;2060,0;Preventivo;;Set;5;Q3;9;183698,98
2025-09-06;Contrato;43484,0;0-30;;Set;5;Q3;9;3720205,49
2025-09-06;Contrato;11691,0;31-60;;Set;5;Q3;9;1436507,8800000001
2025-09-06;Contrato;8722,0;61-90;;Set;5;Q3;9;3181623,9
2025-09-06;Contrato;15782,0;91-120;;Set;5;Q3;9;4002408,3899999997
2025-09-06;Contrato;25487,0;121-150;;Set;5;Q3;9;4334508,03
2025-09-06;Contrato;20509,0;151-180;;Set;5;Q3;9;5265101,48
2025-09-06;Contrato;53898,0;181-360;;Set;5;Q3;9;19904761,41
2025-09-06;Contrato;70595,0;361-720;;Set;5;Q3;9;34464566,18
2025-09-06;Contrato;10591,0;Maior 720;;Set;5;Q3;9;3251545,19
2025-09-06;CPF;2060,0;Preventivo;;Set;5;Q3;9;183698,98
2025-09-06;CPF;43365,0;0-30;;Set;5;Q3;9;3714988,02
2025-09-06;CPF;11689,0;31-60;;Set;5;Q3;9;1436375,02
2025-09-06;CPF;8722,0;61-90;;Set;5;Q3;9;3181623,9
2025-09-06;CPF;15780,0;91-120;;Set;5;Q3;9;4002234,3899999997
2025-09-06;CPF;25485,0;121-150;;Set;5;Q3;9;4334341,13
2025-09-06;CPF;20509,0;151-180;;Set;5;Q3;9;5265101,48
2025-09-06;CPF;53737,0;181-360;;Set;5;Q3;9;19882796,88
2025-09-06;CPF;70495,0;361-720;;Set;5;Q3;9;34364719,03
2025-09-06;CPF;9389,0;Maior 720;;Set;5;Q3;9;2837079,21
2025-09-07;Contrato;2060,0;Preventivo;;Set;5;Q3;9;183698,98
2025-09-07;Contrato;43484,0;0-30;;Set;5;Q3;9;3720205,49
2025-09-07;Contrato;11691,0;31-60;;Set;5;Q3;9;1436507,8800000001
2025-09-07;Contrato;8722,0;61-90;;Set;5;Q3;9;3181623,9
2025-09-07;Contrato;15782,0;91-120;;Set;5;Q3;9;4002408,3899999997
2025-09-07;Contrato;25487,0;121-150;;Set;5;Q3;9;4334508,03
2025-09-07;Contrato;20509,0;151-180;;Set;5;Q3;9;5265101,48
2025-09-07;Contrato;53898,0;181-360;;Set;5;Q3;9;19904761,41
2025-09-07;Contrato;70595,0;361-720;;Set;5;Q3;9;34464566,18
2025-09-07;Contrato;10591,0;Maior 720;;Set;5;Q3;9;3251545,19
2025-09-07;CPF;2060,0;Preventivo;;Set;5;Q3;9;183698,98
2025-09-07;CPF;43365,0;0-30;;Set;5;Q3;9;3714406,92
2025-09-07;CPF;11689,0;31-60;;Set;5;Q3;9;1436375,02
2025-09-07;CPF;8722,0;61-90;;Set;5;Q3;9;3181623,9
2025-09-07;CPF;15780,0;91-120;;Set;5;Q3;9;4002234,3899999997
2025-09-07;CPF;25485,0;121-150;;Set;5;Q3;9;4334341,13
2025-09-07;CPF;20509,0;151-180;;Set;5;Q3;9;5265101,48
2025-09-07;CPF;53737,0;181-360;;Set;5;Q3;9;19880992,99
2025-09-07;CPF;70495,0;361-720;;Set;5;Q3;9;34365386,46
2025-09-07;CPF;9389,0;Maior 720;;Set;5;Q3;9;2834959,0
2025-09-08;Contrato;2144,0;Preventivo;;Set;6;Q3;9;190722,02
2025-09-08;Contrato;43713,0;0-30;;Set;6;Q3;9;3778023,19
2025-09-08;Contrato;42112,0;31-60;;Set;6;Q3;9;3920721,72
2025-09-08;Contrato;8801,0;61-90;;Set;6;Q3;9;3188090,61
2025-09-08;Contrato;17533,0;91-120;;Set;6;Q3;9;4264153,59
2025-09-08;Contrato;25937,0;121-150;;Set;6;Q3;9;4470350,76
2025-09-08;Contrato;21183,0;151-180;;Set;6;Q3;9;5417478,76
2025-09-08;Contrato;62317,0;181-360;;Set;6;Q3;9;21046292,53
2025-09-08;Contrato;73263,0;361-720;;Set;6;Q3;9;34846535,5
2025-09-08;Contrato;11093,0;Maior 720;;Set;6;Q3;9;3343996,99
2025-09-08;CPF;2144,0;Preventivo;;Set;6;Q3;9;190722,02
2025-09-08;CPF;43594,0;0-30;;Set;6;Q3;9;3772195,42
2025-09-08;CPF;42004,0;31-60;;Set;6;Q3;9;3916470,41
2025-09-08;CPF;8801,0;61-90;;Set;6;Q3;9;3188090,61
2025-09-08;CPF;17531,0;91-120;;Set;6;Q3;9;4263979,59
2025-09-08;CPF;25935,0;121-150;;Set;6;Q3;9;4470212,86
2025-09-08;CPF;21183,0;151-180;;Set;6;Q3;9;5417478,76
2025-09-08;CPF;62154,0;181-360;;Set;6;Q3;9;21009676,31
2025-09-08;CPF;73163,0;361-720;;Set;6;Q3;9;34747400,13
2025-09-08;CPF;9890,0;Maior 720;;Set;6;Q3;9;2939637,53
2025-09-09;Contrato;2283,0;Preventivo;;Set;7;Q3;9;203715,6
2025-09-09;Contrato;44919,0;0-30;;Set;7;Q3;9;4173820,45
2025-09-09;Contrato;43043,0;31-60;;Set;7;Q3;9;4134864,25
2025-09-09;Contrato;16653,0;61-90;;Set;7;Q3;9;3973235,3699999996
2025-09-09;Contrato;17542,0;91-120;;Set;7;Q3;9;4266502,88
2025-09-09;Contrato;25946,0;121-150;;Set;7;Q3;9;4473689,48
2025-09-09;Contrato;21272,0;151-180;;Set;7;Q3;9;5472899,7700000005
2025-09-09;Contrato;62341,0;181-360;;Set;7;Q3;9;21053944,64
2025-09-09;Contrato;73315,0;361-720;;Set;7;Q3;9;34869346,14
2025-09-09;Contrato;11095,0;Maior 720;;Set;7;Q3;9;3344875,99
2025-09-09;CPF;2283,0;Preventivo;;Set;7;Q3;9;203715,6
2025-09-09;CPF;44799,0;0-30;;Set;7;Q3;9;4168240,0100000002
2025-09-09;CPF;42932,0;31-60;;Set;7;Q3;9;4130175,91
2025-09-09;CPF;16652,0;61-90;;Set;7;Q3;9;3973206,3699999996
2025-09-09;CPF;17540,0;91-120;;Set;7;Q3;9;4266328,88
2025-09-09;CPF;25944,0;121-150;;Set;7;Q3;9;4473515,48
2025-09-09;CPF;21272,0;151-180;;Set;7;Q3;9;5472899,7700000005
2025-09-09;CPF;62178,0;181-360;;Set;7;Q3;9;21027624,4
2025-09-09;CPF;73215,0;361-720;;Set;7;Q3;9;34769651,71
2025-09-09;CPF;9892,0;Maior 720;;Set;7;Q3;9;2942048,5100000002
2025-09-10;Contrato;2480,0;Preventivo;;Set;8;Q3;9;225322,38
2025-09-10;Contrato;45125,0;0-30;;Set;8;Q3;9;4244621,54
2025-09-10;Contrato;44452,0;31-60;;Set;8;Q3;9;4625439,48
2025-09-10;Contrato;16773,0;61-90;;Set;8;Q3;9;3985158,88
2025-09-10;Contrato;17556,0;91-120;;Set;8;Q3;9;4270627,04
2025-09-10;Contrato;25959,0;121-150;;Set;8;Q3;9;4475546,1
2025-09-10;Contrato;21354,0;151-180;;Set;8;Q3;9;5519232,22
2025-09-10;Contrato;62368,0;181-360;;Set;8;Q3;9;21061319,31
2025-09-10;Contrato;73340,0;361-720;;Set;8;Q3;9;34876219,9
2025-09-10;Contrato;11098,0;Maior 720;;Set;8;Q3;9;3345530,23
2025-09-10;CPF;2480,0;Preventivo;;Set;8;Q3;9;225322,38
2025-09-10;CPF;45005,0;0-30;;Set;8;Q3;9;4239128,84
2025-09-10;CPF;44341,0;31-60;;Set;8;Q3;9;4620571,4
2025-09-10;CPF;16772,0;61-90;;Set;8;Q3;9;3985129,88
2025-09-10;CPF;17554,0;91-120;;Set;8;Q3;9;4270453,04
2025-09-10;CPF;25957,0;121-150;;Set;8;Q3;9;4475408,2
2025-09-10;CPF;21354,0;151-180;;Set;8;Q3;9;5519232,22
2025-09-10;CPF;62205,0;181-360;;Set;8;Q3;9;21030012,66
2025-09-10;CPF;73240,0;361-720;;Set;8;Q3;9;34777040,18
2025-09-10;CPF;9895,0;Maior 720;;Set;8;Q3;9;2934660,29
2025-09-11;Contrato;2752,0;Preventivo;;Set;9;Q3;9;251744,77
2025-09-11;Contrato;45495,0;0-30;;Set;9;Q3;9;4329400,36
2025-09-11;Contrato;45101,0;31-60;;Set;9;Q3;9;4767907,32
2025-09-11;Contrato;16860,0;61-90;;Set;9;Q3;9;3999346,8699999996
2025-09-11;Contrato;19024,0;91-120;;Set;9;Q3;9;4922101,34
2025-09-11;Contrato;25962,0;121-150;;Set;9;Q3;9;4476008,2
2025-09-11;Contrato;21357,0;151-180;;Set;9;Q3;9;5519829,96
2025-09-11;Contrato;62383,0;181-360;;Set;9;Q3;9;21066476,77
2025-09-11;Contrato;73360,0;361-720;;Set;9;Q3;9;34886198,02
2025-09-11;Contrato;11103,0;Maior 720;;Set;9;Q3;9;3346954,09
2025-09-11;CPF;2752,0;Preventivo;;Set;9;Q3;9;251744,77
2025-09-11;CPF;45375,0;0-30;;Set;9;Q3;9;4323907,66
2025-09-11;CPF;44987,0;31-60;;Set;9;Q3;9;4762844,7700000005
2025-09-11;CPF;16859,0;61-90;;Set;9;Q3;9;3999288,8699999996
2025-09-11;CPF;19022,0;91-120;;Set;9;Q3;9;4921927,34
2025-09-11;CPF;25960,0;121-150;;Set;9;Q3;9;4475834,2
2025-09-11;CPF;21357,0;151-180;;Set;9;Q3;9;5519829,96
2025-09-11;CPF;62220,0;181-360;;Set;9;Q3;9;21035571,009999998
2025-09-11;CPF;73260,0;361-720;;Set;9;Q3;9;34791106,21
2025-09-11;CPF;9900,0;Maior 720;;Set;9;Q3;9;2938418,49
2025-09-12;Contrato;3010,0;Preventivo;;Set;10;Q3;9;280694,97000000003
2025-09-12;Contrato;46028,0;0-30;;Set;10;Q3;9;4497438,82
2025-09-12;Contrato;45182,0;31-60;;Set;10;Q3;9;4774345,17
2025-09-12;Contrato;16924,0;61-90;;Set;10;Q3;9;4008286,8
2025-09-12;Contrato;19031,0;91-120;;Set;10;Q3;9;4923378,81
2025-09-12;Contrato;26006,0;121-150;;Set;10;Q3;9;4480041,36
2025-09-12;Contrato;21362,0;151-180;;Set;10;Q3;9;5521138,62
2025-09-12;Contrato;62687,0;181-360;;Set;10;Q3;9;21184965,25
2025-09-12;Contrato;73382,0;361-720;;Set;10;Q3;9;34898236,85
2025-09-12;Contrato;11106,0;Maior 720;;Set;10;Q3;9;3370498,44
2025-09-12;CPF;3010,0;Preventivo;;Set;10;Q3;9;280694,97000000003
2025-09-12;CPF;45908,0;0-30;;Set;10;Q3;9;4491654,5200000005
2025-09-12;CPF;45068,0;31-60;;Set;10;Q3;9;4769260,8
2025-09-12;CPF;16923,0;61-90;;Set;10;Q3;9;4008257,8
2025-09-12;CPF;19029,0;91-120;;Set;10;Q3;9;4923204,81
2025-09-12;CPF;26004,0;121-150;;Set;10;Q3;9;4479874,46
2025-09-12;CPF;21362,0;151-180;;Set;10;Q3;9;5521138,62
2025-09-12;CPF;62524,0;181-360;;Set;10;Q3;9;21152590,68
2025-09-12;CPF;73282,0;361-720;;Set;10;Q3;9;34799099,03
2025-09-12;CPF;9903,0;Maior 720;;Set;10;Q3;9;2965527,84
2025-09-13;Contrato;3191,0;Preventivo;;Set;10;Q3;9;300591,46
2025-09-13;Contrato;46289,0;0-30;;Set;10;Q3;9;4560703,11
2025-09-13;Contrato;45889,0;31-60;;Set;10;Q3;9;4978033,2700000005
2025-09-13;Contrato;17401,0;61-90;;Set;10;Q3;9;4083828,4499999997
2025-09-13;Contrato;24182,0;91-120;;Set;10;Q3;9;5414363,149999999
2025-09-13;Contrato;26992,0;121-150;;Set;10;Q3;9;4778893,03
2025-09-13;Contrato;21749,0;151-180;;Set;10;Q3;9;5583180,07
2025-09-13;Contrato;64635,0;181-360;;Set;10;Q3;9;21697201,09
2025-09-13;Contrato;73545,0;361-720;;Set;10;Q3;9;34975908,02
2025-09-13;Contrato;11113,0;Maior 720;;Set;10;Q3;9;3371792,99
2025-09-13;CPF;3191,0;Preventivo;;Set;10;Q3;9;300591,46
2025-09-13;CPF;46169,0;0-30;;Set;10;Q3;9;4555122,67
2025-09-13;CPF;45775,0;31-60;;Set;10;Q3;9;4972730,43
2025-09-13;CPF;17400,0;61-90;;Set;10;Q3;9;4083799,4499999997
2025-09-13;CPF;24180,0;91-120;;Set;10;Q3;9;5414189,149999999
2025-09-13;CPF;26989,0;121-150;;Set;10;Q3;9;4778406,53
2025-09-13;CPF;21749,0;151-180;;Set;10;Q3;9;5583180,07
2025-09-13;CPF;64472,0;181-360;;Set;10;Q3;9;21670482,73
2025-09-13;CPF;73445,0;361-720;;Set;10;Q3;9;34876888,65
2025-09-13;CPF;9910,0;Maior 720;;Set;10;Q3;9;2965558,79
2025-09-14;Contrato;3191,0;Preventivo;;Set;10;Q3;9;300591,46
2025-09-14;Contrato;46289,0;0-30;;Set;10;Q3;9;4560703,11
2025-09-14;Contrato;45889,0;31-60;;Set;10;Q3;9;4978033,2700000005
2025-09-14;Contrato;17401,0;61-90;;Set;10;Q3;9;4083828,4499999997
2025-09-14;Contrato;24182,0;91-120;;Set;10;Q3;9;5414363,149999999
2025-09-14;Contrato;26992,0;121-150;;Set;10;Q3;9;4778893,03
2025-09-14;Contrato;21749,0;151-180;;Set;10;Q3;9;5583180,07
2025-09-14;Contrato;64635,0;181-360;;Set;10;Q3;9;21697201,09
2025-09-14;Contrato;73545,0;361-720;;Set;10;Q3;9;34975908,02
2025-09-14;Contrato;11113,0;Maior 720;;Set;10;Q3;9;3371792,99
2025-09-14;CPF;3191,0;Preventivo;;Set;10;Q3;9;300591,46
2025-09-14;CPF;46169,0;0-30;;Set;10;Q3;9;4554831,07
2025-09-14;CPF;45775,0;31-60;;Set;10;Q3;9;4972889,37
2025-09-14;CPF;17400,0;61-90;;Set;10;Q3;9;4083799,4499999997
2025-09-14;CPF;24180,0;91-120;;Set;10;Q3;9;5414189,149999999
2025-09-14;CPF;26989,0;121-150;;Set;10;Q3;9;4778406,53
2025-09-14;CPF;21749,0;151-180;;Set;10;Q3;9;5583180,07
2025-09-14;CPF;64472,0;181-360;;Set;10;Q3;9;21666923,509999998
2025-09-14;CPF;73445,0;361-720;;Set;10;Q3;9;34880667,83
2025-09-14;CPF;9910,0;Maior 720;;Set;10;Q3;9;2961438,15
2025-09-15;Contrato;3226,0;Preventivo;;Set;11;Q3;9;304122,25
2025-09-15;Contrato;46738,0;0-30;;Set;11;Q3;9;4755612,93
2025-09-15;Contrato;46393,0;31-60;;Set;11;Q3;9;5098571,74
2025-09-15;Contrato;17446,0;61-90;;Set;11;Q3;9;4096387,17
2025-09-15;Contrato;24183,0;91-120;;Set;11;Q3;9;5414676,41
2025-09-15;Contrato;27098,0;121-150;;Set;11;Q3;9;4845199,04
2025-09-15;Contrato;21859,0;151-180;;Set;11;Q3;9;5631528,15
2025-09-15;Contrato;64639,0;181-360;;Set;11;Q3;9;21699457,97
2025-09-15;Contrato;73552,0;361-720;;Set;11;Q3;9;34979293,61
2025-09-15;Contrato;11143,0;Maior 720;;Set;11;Q3;9;3395784,5
2025-09-15;CPF;3226,0;Preventivo;;Set;11;Q3;9;304122,25
2025-09-15;CPF;46617,0;0-30;;Set;11;Q3;9;4749581,09
2025-09-15;CPF;46277,0;31-60;;Set;11;Q3;9;5093075,22
2025-09-15;CPF;17445,0;61-90;;Set;11;Q3;9;4096358,17
2025-09-15;CPF;24181,0;91-120;;Set;11;Q3;9;5414502,41
2025-09-15;CPF;27095,0;121-150;;Set;11;Q3;9;4844883,0
2025-09-15;CPF;21859,0;151-180;;Set;11;Q3;9;5631528,15
2025-09-15;CPF;64476,0;181-360;;Set;11;Q3;9;21670762,82
2025-09-15;CPF;73452,0;361-720;;Set;11;Q3;9;34884200,800000004
2025-09-15;CPF;9940,0;Maior 720;;Set;11;Q3;9;2981569,49
2025-09-16;Contrato;3620,0;Preventivo;;Set;12;Q3;9;337251,95
2025-09-16;Contrato;59439,0;0-30;;Set;12;Q3;9;5836954,61
2025-09-16;Contrato;46571,0;31-60;;Set;12;Q3;9;5119217,09
2025-09-16;Contrato;17538,0;61-90;;Set;12;Q3;9;4119890,9699999997
2025-09-16;Contrato;24198,0;91-120;;Set;12;Q3;9;5419548,5
2025-09-16;Contrato;27116,0;121-150;;Set;12;Q3;9;4847941,23
2025-09-16;Contrato;21889,0;151-180;;Set;12;Q3;9;5640360,15
2025-09-16;Contrato;65082,0;181-360;;Set;12;Q3;9;21900478,38
2025-09-16;Contrato;73581,0;361-720;;Set;12;Q3;9;34992427,32
2025-09-16;Contrato;11146,0;Maior 720;;Set;12;Q3;9;3395952,3
2025-09-16;CPF;3620,0;Preventivo;;Set;12;Q3;9;337251,95
2025-09-16;CPF;59313,0;0-30;;Set;12;Q3;9;5830516,34
2025-09-16;CPF;46455,0;31-60;;Set;12;Q3;9;5113833,3100000005
2025-09-16;CPF;17537,0;61-90;;Set;12;Q3;9;4119861,9699999997
2025-09-16;CPF;24196,0;91-120;;Set;12;Q3;9;5419374,5
2025-09-16;CPF;27113,0;121-150;;Set;12;Q3;9;4847454,73
2025-09-16;CPF;21889,0;151-180;;Set;12;Q3;9;5640360,15
2025-09-16;CPF;64918,0;181-360;;Set;12;Q3;9;21867514,0
2025-09-16;CPF;73481,0;361-720;;Set;12;Q3;9;34893376,5
2025-09-16;CPF;9943,0;Maior 720;;Set;12;Q3;9;2984967,29
2025-09-17;Contrato;3860,0;Preventivo;;Set;13;Q3;9;355166,42
2025-09-17;Contrato;59456,0;0-30;;Set;13;Q3;9;5839997,12
2025-09-17;Contrato;47469,0;31-60;;Set;13;Q3;9;5525922,91
2025-09-17;Contrato;17552,0;61-90;;Set;13;Q3;9;4123080,6
2025-09-17;Contrato;24199,0;91-120;;Set;13;Q3;9;5419845,41
2025-09-17;Contrato;27118,0;121-150;;Set;13;Q3;9;4848500,53
2025-09-17;Contrato;21892,0;151-180;;Set;13;Q3;9;5640620,86
2025-09-17;Contrato;65517,0;181-360;;Set;13;Q3;9;22092508,54
2025-09-17;Contrato;73618,0;361-720;;Set;13;Q3;9;35012483,35
2025-09-17;Contrato;11149,0;Maior 720;;Set;13;Q3;9;3396725,41
2025-09-17;CPF;3860,0;Preventivo;;Set;13;Q3;9;355166,42
2025-09-17;CPF;59330,0;0-30;;Set;13;Q3;9;5833505,4
2025-09-17;CPF;47353,0;31-60;;Set;13;Q3;9;5520277,05
2025-09-17;CPF;17551,0;61-90;;Set;13;Q3;9;4123051,6
2025-09-17;CPF;24197,0;91-120;;Set;13;Q3;9;5419671,41
2025-09-17;CPF;27115,0;121-150;;Set;13;Q3;9;4848184,49
2025-09-17;CPF;21892,0;151-180;;Set;13;Q3;9;5640620,86
2025-09-17;CPF;65353,0;181-360;;Set;13;Q3;9;22064855,009999998
2025-09-17;CPF;73518,0;361-720;;Set;13;Q3;9;34913345,53
2025-09-17;CPF;9946,0;Maior 720;;Set;13;Q3;9;3002899,85
2025-09-18;Contrato;4090,0;Preventivo;;Set;14;Q3;9;375326,58
2025-09-18;Contrato;60281,0;0-30;;Set;14;Q3;9;6154862,79
2025-09-18;Contrato;50619,0;31-60;;Set;14;Q3;9;6213917,14
2025-09-18;Contrato;17598,0;61-90;;Set;14;Q3;9;4131834,34
2025-09-18;Contrato;24211,0;91-120;;Set;14;Q3;9;5423578,3
2025-09-18;Contrato;27144,0;121-150;;Set;14;Q3;9;4859561,94
2025-09-18;Contrato;21909,0;151-180;;Set;14;Q3;9;5646016,23
2025-09-18;Contrato;65990,0;181-360;;Set;14;Q3;9;22324474,56
2025-09-18;Contrato;73707,0;361-720;;Set;14;Q3;9;35050569,94
2025-09-18;Contrato;11149,0;Maior 720;;Set;14;Q3;9;3396725,41
2025-09-18;CPF;4090,0;Preventivo;;Set;14;Q3;9;375326,58
2025-09-18;CPF;60155,0;0-30;;Set;14;Q3;9;6148749,26
2025-09-18;CPF;50502,0;31-60;;Set;14;Q3;9;6208463,18
2025-09-18;CPF;17597,0;61-90;;Set;14;Q3;9;4131805,34
2025-09-18;CPF;24209,0;91-120;;Set;14;Q3;9;5423404,3
2025-09-18;CPF;27141,0;121-150;;Set;14;Q3;9;4859245,9
