DATA_ACIONA;FX_ATRASO;ORIGEM;ACIONAMENTOS;VALORPRIN_FIN_ACIONAMENTOS;CPC;VALORPRIN_FIN_CPC;CPCA;VALORPRIN_FIN_CPCA;PROMESSA;VALORPRIN_FIN_PROMESSA;nr_dia_util;quartil;dt_mes;mes_abreviado
2025-09-05;151-180;Robô;43,0;29468,49;7,0;801,24;5,0;576,46;5,0;576,46;5;Q3;9;Set
2025-09-05;181-360;Humano;444,0;187158,58;121,0;27419,41;81,0;19521,92;44,0;8194,329999999998;5;Q3;9;Set
2025-09-05;181-360;Robô;201,0;63652,4;46,0;8756,419999999998;34,0;7558,48;19,0;3435,37;5;Q3;9;Set
2025-09-05;361-720;Humano;516,0;402081,83999999997;146,0;59035,590000000004;118,0;44575,11;52,0;12105,800000000001;5;Q3;9;Set
2025-09-05;361-720;Robô;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5;Q3;9;Set
2025-09-05;Maior 720;Humano;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5;Q3;9;Set
2025-09-05;Maior 720;Robô;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5;Q3;9;Set
2025-09-09;Preventivo;Humano;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7;Q3;9;Set
2025-09-09;Preventivo;Robô;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7;Q3;9;Set
2025-09-09;0-30;Humano;2,0;625,8000000000001;1,0;104,21000000000001;1,0;104,21000000000001;1,0;104,21000000000001;7;Q3;9;Set
2025-09-09;0-30;Robô;27,0;2525,85;21,0;1875,4600000000003;16,0;1566,5600000000002;8,0;995,74;7;Q3;9;Set
2025-09-09;31-60;Humano;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7;Q3;9;Set
2025-09-09;31-60;Robô;4,0;296,8;4,0;296,8;2,0;216,06;0,0;0,0;7;Q3;9;Set
2025-09-09;61-90;Humano;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7;Q3;9;Set
2025-09-09;61-90;Robô;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7;Q3;9;Set
2025-09-09;91-120;Humano;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7;Q3;9;Set
2025-09-09;91-120;Robô;112,0;78913,34;3,0;903,2299999999998;2,0;843,4299999999998;0,0;0,0;7;Q3;9;Set
2025-09-09;121-150;Humano;58,0;12124,0;18,0;1666,2500000000002;14,0;1462,7800000000002;8,0;583,8800000000001;7;Q3;9;Set
2025-09-09;121-150;Robô;78,0;37101,200000000004;15,0;1424,6300000000003;12,0;1223,0800000000002;7,0;424,0799999999999;7;Q3;9;Set
2025-09-09;151-180;Humano;32,0;11160,54;8,0;791,4000000000001;7,0;631,6000000000001;6,0;566,6200000000001;7;Q3;9;Set
2025-09-09;151-180;Robô;50,0;35402,93;8,0;841,4000000000001;6,0;616,6200000000001;6,0;616,6200000000001;7;Q3;9;Set
2025-09-09;181-360;Humano;498,0;216490,52;131,0;30031,79;90,0;22049,249999999996;48,0;8585,140000000001;7;Q3;9;Set
2025-09-09;181-360;Robô;293,0;150957,96999999997;54,0;11469,689999999997;42,0;10271,75;24,0;4295,889999999999;7;Q3;9;Set
2025-09-09;361-720;Humano;645,0;515643,92000000004;181,0;70671,45000000001;146,0;53825,8;66,0;14485,83;7;Q3;9;Set
2025-09-09;361-720;Robô;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7;Q3;9;Set
2025-09-09;Maior 720;Humano;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7;Q3;9;Set
2025-09-09;Maior 720;Robô;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7;Q3;9;Set
2025-09-10;Preventivo;Humano;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8;Q3;9;Set
2025-09-10;Preventivo;Robô;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8;Q3;9;Set
2025-09-10;0-30;Humano;2,0;625,8000000000001;1,0;104,21000000000001;1,0;104,21000000000001;1,0;104,21000000000001;8;Q3;9;Set
2025-09-10;0-30;Robô;27,0;2525,85;21,0;1875,4600000000003;16,0;1566,5600000000002;8,0;995,74;8;Q3;9;Set
2025-09-10;31-60;Humano;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8;Q3;9;Set
2025-09-10;31-60;Robô;4,0;296,8;4,0;296,8;2,0;216,06;0,0;0,0;8;Q3;9;Set
2025-09-10;61-90;Humano;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8;Q3;9;Set
2025-09-10;61-90;Robô;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8;Q3;9;Set
2025-09-10;91-120;Humano;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8;Q3;9;Set
2025-09-10;91-120;Robô;112,0;78913,34;3,0;903,2299999999998;2,0;843,4299999999998;0,0;0,0;8;Q3;9;Set
2025-09-10;121-150;Humano;58,0;12124,0;18,0;1666,2500000000002;14,0;1462,7800000000002;8,0;583,8800000000001;8;Q3;9;Set
2025-09-10;121-150;Robô;115,0;64275,46;16,0;1737,8899999999999;12,0;1223,0800000000002;7,0;424,0799999999999;8;Q3;9;Set
2025-09-10;151-180;Humano;32,0;11160,54;8,0;791,4000000000001;7,0;631,6000000000001;6,0;566,6200000000001;8;Q3;9;Set
2025-09-10;151-180;Robô;55,0;37811,26;9,0;901,2;7,0;676,4200000000001;7,0;676,4200000000001;8;Q3;9;Set
2025-09-10;181-360;Humano;498,0;216490,52;131,0;30031,79;90,0;22049,249999999996;48,0;8585,140000000001;8;Q3;9;Set
2025-09-10;181-360;Robô;331,0;180685,37;55,0;11841,779999999999;43,0;10643,84;24,0;4295,889999999999;8;Q3;9;Set
2025-09-10;361-720;Humano;774,0;589840,45;223,0;91781,11000000002;178,0;69102,22;80,0;18101,79;8;Q3;9;Set
2025-09-10;361-720;Robô;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8;Q3;9;Set
2025-09-10;Maior 720;Humano;52,0;19587,6;16,0;4783,02;10,0;2821,25;2,0;80,05;8;Q3;9;Set
2025-09-10;Maior 720;Robô;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8;Q3;9;Set
2025-09-11;Preventivo;Humano;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9;Q3;9;Set
2025-09-11;Preventivo;Robô;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9;Q3;9;Set
2025-09-11;0-30;Humano;2,0;625,8000000000001;1,0;104,21000000000001;1,0;104,21000000000001;1,0;104,21000000000001;9;Q3;9;Set
2025-09-11;0-30;Robô;27,0;2525,85;21,0;1875,4600000000003;16,0;1566,5600000000002;8,0;995,74;9;Q3;9;Set
2025-09-11;31-60;Humano;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9;Q3;9;Set
2025-09-11;31-60;Robô;9,0;744,32;6,0;327,58;3,0;245,96;0,0;0,0;9;Q3;9;Set
2025-09-11;61-90;Humano;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9;Q3;9;Set
2025-09-11;61-90;Robô;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9;Q3;9;Set
2025-09-11;91-120;Humano;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9;Q3;9;Set
2025-09-11;91-120;Robô;120,0;82257,78;3,0;903,2299999999998;2,0;843,4299999999998;0,0;0,0;9;Q3;9;Set
2025-09-11;121-150;Humano;58,0;12124,0;18,0;1666,2500000000002;14,0;1462,7800000000002;8,0;583,8800000000001;9;Q3;9;Set
2025-09-11;121-150;Robô;125,0;69095,15999999999;17,0;1758,8200000000002;13,0;1244,0100000000002;7,0;424,0799999999999;9;Q3;9;Set
2025-09-11;151-180;Humano;32,0;11160,54;8,0;791,4000000000001;7,0;631,6000000000001;6,0;566,6200000000001;9;Q3;9;Set
2025-09-11;151-180;Robô;56,0;38154,42;9,0;901,2;7,0;676,4200000000001;7,0;676,4200000000001;9;Q3;9;Set
2025-09-11;181-360;Humano;498,0;216490,52;131,0;30031,79;90,0;22049,249999999996;48,0;8585,140000000001;9;Q3;9;Set
2025-09-11;181-360;Robô;357,0;190441,89;55,0;11841,779999999999;43,0;10643,84;24,0;4295,889999999999;9;Q3;9;Set
