DATA;FX_ATRASO;ORIGEM;ACIONAMENTOS;VALORPRIN_FIN_ACIONAMENTOS;CPC;VALORPRIN_FIN_CPC;CPCA;VALORPRIN_FIN_CPCA;PROMESSA;VALORPRIN_FIN_PROMESSA;nr_dia_util;quartil;dt_mes;mes_abreviado
2025-09-23;181-360;Robô;6453,0;1645720,7200000002;6050,0;1539195,21;1104,0;277392,93999999994;192,0;21666,55;17;Q3;9;Set
2025-09-23;361-720;Robô;645,0;324840,29000000004;28,0;14250,669999999998;16,0;8701,25;16,0;8701,25;17;Q3;9;Set
2025-09-23;Maior 720;Robô;306,0;94744,16;27,0;7075,369999999999;17,0;3551,8700000000003;17,0;3551,8700000000003;17;Q3;9;Set
2025-09-24;Preventivo;Robô;132,0;8823,4;59,0;3877,6600000000003;49,0;3288,4;49,0;3288,4;18;Q3;9;Set
2025-09-24;0-30;Robô;4243,0;376937,23;4028,0;355500,54000000004;863,0;72584,20999999999;285,0;22015,489999999998;18;Q3;9;Set
2025-09-24;31-60;Robô;4350,0;525018,75;4028,0;483704,07000000007;849,0;100908,36000000002;237,0;23996,22;18;Q3;9;Set
2025-09-24;61-90;Robô;14,0;1613,6599999999999;13,0;1586,86;3,0;612,04;2,0;452,24;18;Q3;9;Set
2025-09-24;91-120;Robô;1925,0;277139,2;1826,0;262092,85;270,0;37348,87;88,0;9778,119999999999;18;Q3;9;Set
2025-09-24;121-150;Robô;2634,0;381932,76;2463,0;356626,35000000003;470,0;61714,03;160,0;20035,78;18;Q3;9;Set
2025-09-24;151-180;Robô;1054,0;209972,36;976,0;188710,67;198,0;38881,149999999994;63,0;5768,539999999998;18;Q3;9;Set
2025-09-24;181-360;Robô;6453,0;1645720,7200000002;6050,0;1539195,21;1104,0;277392,93999999994;192,0;21666,55;18;Q3;9;Set
2025-09-24;361-720;Robô;647,0;325741,04;28,0;14250,669999999998;16,0;8701,25;16,0;8701,25;18;Q3;9;Set
2025-09-24;Maior 720;Robô;306,0;94744,16;27,0;7075,369999999999;17,0;3551,8700000000003;17,0;3551,8700000000003;18;Q3;9;Set
2025-09-25;Preventivo;Robô;162,0;11318,380000000001;77,0;5446,559999999999;64,0;4737,7;64,0;4737,7;19;Q3;9;Set
2025-09-25;0-30;Robô;4244,0;376997,03;4029,0;355560,34;864,0;72644,01000000001;286,0;22075,29;19;Q3;9;Set
2025-09-25;31-60;Robô;4351,0;525048,6499999999;4028,0;483704,07000000007;849,0;100908,36000000002;237,0;23996,22;19;Q3;9;Set
2025-09-25;61-90;Robô;14,0;1613,6599999999999;13,0;1586,86;3,0;612,04;2,0;452,24;19;Q3;9;Set
2025-09-25;91-120;Robô;1925,0;277139,2;1826,0;262092,85;270,0;37348,87;88,0;9778,119999999999;19;Q3;9;Set
2025-09-25;121-150;Robô;2634,0;381932,76;2463,0;356626,35000000003;470,0;61714,03;160,0;20035,78;19;Q3;9;Set
2025-09-25;151-180;Robô;1055,0;210146,47999999998;976,0;188710,67;198,0;38881,149999999994;63,0;5768,539999999998;19;Q3;9;Set
2025-09-25;181-360;Robô;6453,0;1645720,7200000002;6050,0;1539195,21;1104,0;277392,93999999994;192,0;21666,55;19;Q3;9;Set
2025-09-25;361-720;Robô;789,0;406897,38;45,0;19615,649999999998;25,0;10917,84;25,0;10917,84;19;Q3;9;Set
2025-09-25;Maior 720;Robô;339,0;106368,38;31,0;8478,32;19,0;4392,8099999999995;19,0;4392,8099999999995;19;Q3;9;Set
2025-09-26;Preventivo;Robô;182,0;13203,599999999999;87,0;6288,549999999998;73,0;5549,789999999999;73,0;5549,789999999999;20;Q3;9;Set
2025-09-26;0-30;Robô;4246,0;377666,23;4030,0;355590,24000000005;865,0;72673,91;287,0;22105,189999999995;20;Q3;9;Set
2025-09-26;31-60;Robô;4355,0;525318,8700000001;4031,0;483800,17000000004;852,0;101004,46;240,0;24092,32;20;Q3;9;Set
2025-09-26;61-90;Robô;14,0;1613,6599999999999;13,0;1586,86;3,0;612,04;2,0;452,24;20;Q3;9;Set
2025-09-26;91-120;Robô;1925,0;277139,2;1826,0;262092,85;270,0;37348,87;88,0;9778,119999999999;20;Q3;9;Set
2025-09-26;121-150;Robô;2635,0;382572,05999999994;2463,0;356626,35000000003;470,0;61714,03;160,0;20035,78;20;Q3;9;Set
2025-09-26;151-180;Robô;1056,0;210590,28;976,0;188710,67;198,0;38881,149999999994;63,0;5768,539999999998;20;Q3;9;Set
2025-09-26;181-360;Robô;6453,0;1645720,7200000002;6050,0;1539195,21;1104,0;277392,93999999994;192,0;21666,55;20;Q3;9;Set
2025-09-26;361-720;Robô;910,0;473742,0;50,0;22509,790000000005;27,0;11647,429999999998;27,0;11647,429999999998;20;Q3;9;Set
2025-09-26;Maior 720;Robô;363,0;113071,24000000002;33,0;8936,859999999999;21,0;4851,350000000001;21,0;4851,350000000001;20;Q3;9;Set
2025-09-27;Preventivo;Robô;182,0;13203,599999999999;87,0;6288,549999999998;73,0;5549,789999999999;73,0;5549,789999999999;20;Q3;9;Set
2025-09-27;0-30;Robô;4246,0;377666,23;4030,0;355590,24000000005;865,0;72673,91;287,0;22105,189999999995;20;Q3;9;Set
2025-09-27;31-60;Robô;4355,0;525318,8700000001;4031,0;483800,17000000004;852,0;101004,46;240,0;24092,32;20;Q3;9;Set
2025-09-27;61-90;Robô;14,0;1613,6599999999999;13,0;1586,86;3,0;612,04;2,0;452,24;20;Q3;9;Set
2025-09-27;91-120;Robô;1925,0;277139,2;1826,0;262092,85;270,0;37348,87;88,0;9778,119999999999;20;Q3;9;Set
2025-09-27;121-150;Robô;2635,0;382572,05999999994;2463,0;356626,35000000003;470,0;61714,03;160,0;20035,78;20;Q3;9;Set
2025-09-27;151-180;Robô;1057,0;211229,58;976,0;188710,67;198,0;38881,149999999994;63,0;5768,539999999998;20;Q3;9;Set
2025-09-27;181-360;Robô;6454,0;1646164,52;6050,0;1539195,21;1104,0;277392,93999999994;192,0;21666,55;20;Q3;9;Set
2025-09-27;361-720;Robô;911,0;475149,16000000003;50,0;22509,790000000005;27,0;11647,429999999998;27,0;11647,429999999998;20;Q3;9;Set
2025-09-27;Maior 720;Robô;363,0;113071,24000000002;33,0;8936,859999999999;21,0;4851,350000000001;21,0;4851,350000000001;20;Q3;9;Set
2025-09-29;Preventivo;Robô;202,0;15883,479999999998;99,0;7901,099999999999;84,0;7082,44;84,0;7082,44;21;Q3;9;Set
2025-09-29;0-30;Robô;4244,0;377525,69000000006;4028,0;355449,7;865,0;72673,91;287,0;22105,189999999995;21;Q3;9;Set
2025-09-29;31-60;Robô;4355,0;525318,8700000001;4031,0;483800,17000000004;852,0;101004,46;240,0;24092,32;21;Q3;9;Set
2025-09-29;61-90;Robô;14,0;1613,6599999999999;13,0;1586,86;3,0;612,04;2,0;452,24;21;Q3;9;Set
2025-09-29;91-120;Robô;1925,0;277212,76;1825,0;261853,15;270,0;37348,87;88,0;9778,119999999999;21;Q3;9;Set
2025-09-29;121-150;Robô;2635,0;383151,55999999994;2462,0;356566,55000000005;470,0;61714,03;160,0;20035,78;21;Q3;9;Set
2025-09-29;151-180;Robô;1058,0;211673,38;976,0;188710,67;198,0;38881,149999999994;63,0;5768,539999999998;21;Q3;9;Set
2025-09-29;181-360;Robô;6454,0;1646164,52;6050,0;1539195,21;1104,0;277392,93999999994;192,0;21666,55;21;Q3;9;Set
2025-09-29;361-720;Robô;1129,0;560436,8500000001;73,0;30911,43;42,0;17280,67;42,0;17280,67;21;Q3;9;Set
2025-09-29;Maior 720;Robô;447,0;148451,12;43,0;11927,25;26,0;5858,9800000000005;26,0;5858,9800000000005;21;Q3;9;Set
2025-09-30;Preventivo;Robô;202,0;15883,479999999998;99,0;7901,099999999999;84,0;7082,44;84,0;7082,44;22;Q3;9;Set
2025-09-30;0-30;Robô;4244,0;377525,69000000006;4028,0;355449,7;865,0;72673,91;287,0;22105,189999999995;22;Q3;9;Set
2025-09-30;31-60;Robô;4355,0;525318,8700000001;4031,0;483800,17000000004;852,0;101004,46;240,0;24092,32;22;Q3;9;Set
2025-09-30;61-90;Robô;14,0;1613,6599999999999;13,0;1586,86;3,0;612,04;2,0;452,24;22;Q3;9;Set
2025-09-30;91-120;Robô;1925,0;277212,76;1825,0;261853,15;270,0;37348,87;88,0;9778,119999999999;22;Q3;9;Set
2025-09-30;121-150;Robô;2635,0;383151,55999999994;2462,0;356566,55000000005;470,0;61714,03;160,0;20035,78;22;Q3;9;Set
2025-09-30;151-180;Robô;1059,0;211768,26;976,0;188710,67;198,0;38881,149999999994;63,0;5768,539999999998;22;Q3;9;Set
2025-09-30;181-360;Robô;6454,0;1646164,52;6050,0;1539195,21;1104,0;277392,93999999994;192,0;21666,55;22;Q3;9;Set
2025-09-30;361-720;Robô;1131,0;561735,64;73,0;30911,43;42,0;17280,67;42,0;17280,67;22;Q3;9;Set
2025-09-30;Maior 720;Robô;447,0;148451,12;43,0;11927,25;26,0;5858,9800000000005;26,0;5858,9800000000005;22;Q3;9;Set
